id,name,artist,popularity,album.id,album.name,album.release_date,playlist_id,playlist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
5LI5DHVYrtMKJQaedaUhTS,Shine,Broken Back,62,37fDacjhFBys4Zin3lK1lf,Shine,2022-09-16,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.683,0.758,7,-7.29,1,0.163,0.284,0,0.312,0.686,95.956,171871
33ArLNq6JksceoJUONafnX,Those Eyes (feat. Griff Clawson),ARTY,45,7qCFuCsuANkOiqbziNZ2Fy,Those Eyes (feat. Griff Clawson),2021-10-29,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.729,0.82,1,-4.484,1,0.0431,0.0689,1.86e-4,0.408,0.843,118.093,162787
0skgJbXMM4sPRwSKXvO2id,Samba,YouNotUs,70,2XNZaIXWrcFCxoc7xJACTt,Samba,2022-05-20,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.772,0.882,9,-3.897,0,0.214,0.0471,0,0.0742,0.523,126.181,147819
3PHXM5dn6k3p7PBqhtSgyb,Come With Me - Radio Edit,Nora En Pure,0,0y7UHosw7JEZDbwFVFtUNV,Come With Me,2012,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.677,0.758,6,-6.523,0,0.027,0.00307,0.736,0.22,0.308,119.999,173625
3l15g8h6579YopIiUvQI8S,Merci,Vijay & Sofia Zlatko,52,42vJWBfCJa0FbWvRvMz2Nq,Merci,2020-06-01,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.717,0.484,9,-8.281,0,0.0369,0.539,0.876,0.425,0.422,101.994,209850
40ZPJkCXeDp3C9WEGshzZp,Pale Sun Rose,FDVM,42,4oqPW2EupD3uGueLpAQvts,Pale Sun Rose,2019-04-19,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.402,0.636,1,-5.545,0,0.0438,0.138,0.351,0.201,0.272,120.885,187000
18m3qPfrUd1MS5qukDJu0d,Wicked Games (feat. Anna Naklab) - Radio Edit,Parra for Cuva,57,1J9TjLSCTqyglmdPzSHNFh,Wicked Games (feat. Anna Naklab) [Radio Edit],2013,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.801,0.638,11,-8.564,1,0.0461,0.0661,0.0245,0.172,0.701,124.979,195210
6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,80,2wcv0lHk5fUYyNGKugGa7q,Better Days (NEIKED x Mae Muller x Polo G),2021-09-24,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-6,0.0921,0.699,110.054,160657
7rudj1cl10DSWIeLyeFdwz,Hot Summer Nights,Nicky Romero,31,3CSgCh7jWwqZhrSRVCK7gm,Nicky Romero JAPAN COLLECTION 2022,2022-09-09,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.61,0.749,10,-4.686,0,0.041,0.00539,0,0.199,0.36,128.022,158672
18GfSKA083NVjsFqVhpzM8,It Wasn't Me,Charming Horses,50,030Y24XIxCgKSUsZPxBiSb,It Wasn't Me,2021-07-16,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.817,0.863,0,-4.494,1,0.08,0.0555,0,0.348,0.84,121.01,132893
1QOVSkrcX34pDPPxa1Xv5y,All Night Long - Y.V.E. 48 Remix,Nora Van Elken,65,7BN9NaiHbxoUuLpEFuI7LB,All Night Long (Y.V.E. 48 Remix),2019-12-27,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.648,0.573,10,-9.921,0,0.0352,0.244,0.746,0.0906,0.0764,112.004,157812
3kcKlOkQQEPVwxwljbGJ5p,Kernkraft 400 (A Better Day),Topic,80,2NIChqkijGw4r4Dqfmg0A3,Kernkraft 400 (A Better Day),2022-06-17,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.623,0.727,11,-5.57,0,0.0562,0.184,2.02e-5,0.309,0.4,125.975,165800
2CNQXaZCnqxYXehrSUzHTa,All Night,Brando,66,7EYNbpq4dQNjSmZUPElNU3,All Night,2021-11-05,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.769,0.696,5,-5.363,0,0.0316,0.0852,1.17e-6,0.12,0.558,119.992,173251
7FjZU7XFs7P9jHI9Z0yRhK,So Close,NOTD,68,4ZIaWbFnkMozASM1CA59K6,So Close (feat. Georgia Ku),2018-11-02,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-6,0.103,0.761,125.03,190302
14dLEccPdsIvZdaMfimZEt,Forever (feat. Elley Duhé),Gryffin,60,5SeY9BQPi8AzEy6fhPEr1v,Alive,2022-11-04,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.555,0.779,8,-5.725,1,0.0416,0.0173,0,0.159,0.361,137.984,187385
1m66iYSRv0qEQBo0RqyPaw,Nothing Good Comes Easy,Felix Cartal,59,0YTq3BQL2BoHNIrcnGn3sm,Nothing Good Comes Easy,2022-02-11,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.647,0.773,4,-5.893,0,0.0403,0.00854,0.0107,0.714,0.0682,121.997,174344
02itaCXOdC54J0ISjqqFAp,All Around The World (La La La),R3HAB,73,0Y59j5oCvwTM2aNyPb6YpJ,All Around The World (La La La),2019-04-05,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840
6A8dnC0xkiuWN4BshmTB2I,Oceans Away,A R I Z O N A,59,2FNk380jCQyICbwtkOdEHE,GALLERY,2017-05-19,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.617,0.642,8,-8.624,1,0.0334,0.13,0.157,0.0929,0.221,105.885,194013
7LqnVA4NeVHh4TuJAVNKfl,Walking On A Dream,Boehm,45,6iQbPNdQnlO1hlnsPlu0wz,Walking On A Dream,2022-08-25,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.686,0.61,9,-9.807,0,0.163,0.202,7.42e-6,0.57,0.429,114.044,164342
0sMA4yM4virFpGKst2Pt1N,No Scrubs,MOTi,61,1UKB08ISj3vHeOfQGtVyCo,No Scrubs,2021-10-08,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.864,0.757,8,-6.545,0,0.0529,0.194,9.39e-4,0.133,0.554,122.011,168197
0MYqimbl02aogFBWyx75bV,Rebirth,Napkey,53,5Ik0xlM3NcxBIwsFcyBx9W,Vanguard,2015-04-09,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.723,0.51,11,-12.085,1,0.0367,0.00436,0.264,0.691,0.208,107.983,311111
6BbpUx4SYDZb65ICIab72s,Traces of Time,FlicFlac,44,5ArjxMGuTCw91GsnclLr9u,Traces of Time,2016-07-06,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.739,0.703,10,-5.549,0,0.0293,0.0852,0.00414,0.108,0.613,117.044,229740
3HeZam86SuxGp1wZ3XMIjE,She Said (Big Jet Plane),Trinix,71,06glmgu7XVm60LyphpYQxc,She Said (Big Jet Plane),2021-07-23,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.808,0.538,0,-10.211,0,0.0608,0.108,0.0743,0.0555,0.416,108.026,173750
7qZOnik9K8Mv987ccBjwwj,Wait Another Day,Mike Williams,61,77Tpo4RybpDfOpnFcdmiBo,Wait Another Day,2018-12-07,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.727,0.912,8,-3.594,0,0.0377,0.0272,4.43e-4,0.118,0.671,126.023,179217
72LO7cIcK9aapSg0hHXz0S,Your Body,LU2VYK,52,1Fp11a0en95k4Kd6wNhhxU,Your Body,2022-05-06,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.609,0.812,6,-4.544,1,0.075,0.162,0,0.105,0.734,124.058,128518
74CkeJ0vYYTdQImnaLy759,Ride With Me (feat. Kid Ink) - Brennan Heart Remix,Tungevaag,65,6AiFDQJbdWwKrZ4IMimBgE,Ride With Me (feat. Kid Ink) [Brennan Heart Remix],2021-07-02,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.693,0.864,4,-4.17,0,0.0483,0.278,0.0388,0.0777,0.142,149.998,230400
07VcTAooOBP8hIluuUS5xr,Heavy Metal Love,twocolors,74,2WTW41lq0cDQjdsXhRhyqH,Heavy Metal Love,2022-07-08,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.768,0.767,5,-8.06,0,0.0358,0.194,0,0.121,0.457,125.029,132000
41CmNFqb3dQV6djcpsGLSj,One Night,Sander W.,51,2i1qNn0UIsTCupkvwYjzES,One Night,2020-10-09,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.741,0.65,6,-8.809,1,0.0445,0.14,2.56e-4,0.599,0.426,118.003,156992
4cMnESkXGcB6kIp6iPNUB2,Lose You,Afrojack,68,39BNYNxtVj2e9M70mWi77R,Lose You,2022-11-11,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.646,0.807,8,-4.925,1,0.0398,0.146,0,0.345,0.778,141.838,154244
3PnOOmkxruDDAiMYZZTgO7,Goodbye (feat. Lyse) - Radio Edit,Feder,58,2UGPPuVJHDKLYd9Z2G7zS4,Goodbye (feat. Lyse) [Radio Edit],2015-01-02,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.832,0.876,6,-5.124,0,0.205,0.173,0.737,0.162,0.635,120.057,201939
5aMOyzlybtTICvD6XRGctm,Tsunami - Original Mix,DVBBS,46,2HKoPdm4Mm6m5qoaDQcOuk,Tsunami,2013-01-01,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.699,0.839,4,-5.353,0,0.0481,0.0483,0.655,0.0897,0.264,128.026,236707
4Q56uPgwSvIUsKpozEGVGl,On My Mind,EDX,55,2bzr5gCAFG5fTt2ypK06pf,On My Mind,2022-01-21,5Z4GsFxPRJiN9Qme2P9q6H,tropical house,0.884,0.563,4,-6.402,0,0.052,0.067,0.0468,0.102,0.51,126.006,142381
4gvea7UlDkAvsJBPZAd4oB,The Boys Of Summer,Don Henley,76,2x1s5aVQ01ylPs5nUdeA2i,Building The Perfect Beast,1984-01-01,49vErWAk7BLsLccmRxngH3,mellow gold,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,288733
54eZmuggBFJbV7k248bTTt,A Horse with No Name,America,75,0E5IKYhiKgbYQkmfsFonbZ,America,1972,49vErWAk7BLsLccmRxngH3,mellow gold,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240
7Ar4G7Ci11gpt6sfH9Cgz5,Listen to the Music,The Doobie Brothers,75,2x1Yi30lsWJUoBj1kmovnm,Toulouse Street,1972,49vErWAk7BLsLccmRxngH3,mellow gold,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-6,0.0721,0.913,105.929,227267
6YdLcyuXX0DPVNWi8Av4Po,Higher Love,Steve Winwood,25,0hXA9SqMWqEIrzbZgbFWsw,80's -ベスト100-,2020-07-29,49vErWAk7BLsLccmRxngH3,mellow gold,0.709,0.941,5,-5.132,1,0.0441,0.0394,0.002,0.109,0.907,98.748,252307
6aqm56xP40foYBBtAWWrnY,Running on Empty,Jackson Browne,63,5ivr226sTfgyZMeWnQjKRL,Running on Empty / Nothing but Time (Digital 45),1978,49vErWAk7BLsLccmRxngH3,mellow gold,0.541,0.711,9,-13.492,1,0.0383,0.0635,0.0201,0.719,0.588,136.58,291893
7i3xpu7SFWvzhGa9AZyySR,Reminiscing - Remastered 2022,Little River Band,64,5XXymqS9NunPlUbovZK8WJ,Sleeper Catcher (Remastered 2022),1978,49vErWAk7BLsLccmRxngH3,mellow gold,0.35,0.443,7,-11.01,1,0.0369,0.762,0.00192,0.0994,0.345,189.125,257869
2NtqZmfRIDkXJ2YvY2Kv1F,Lido Shuffle,Boz Scaggs,64,7DysI4j6UqK00RTfETKXqs,Silk Degrees,1976,49vErWAk7BLsLccmRxngH3,mellow gold,0.593,0.783,10,-4.716,1,0.0358,0.0165,7.26e-5,0.167,0.646,141.345,221613
3B0ms7Xlxl16tRztKHpcu9,Summer Breeze,Seals and Crofts,63,16lsqxMjRUFOBo2jocsy1C,Summer Breeze,1972,49vErWAk7BLsLccmRxngH3,mellow gold,0.49,0.581,5,-6.566,1,0.0388,0.553,0.0177,0.0764,0.318,88.718,205480
0SjnBEHZVXgCKvOrpvzL2k,Sundown,Gordon Lightfoot,67,2IPD9EcNjUmsHvqULDMU9Y,Sundown,1974,49vErWAk7BLsLccmRxngH3,mellow gold,0.794,0.427,11,-15.492,1,0.029,0.334,1.04e-5,0.0703,0.751,105.732,213400
1oht5GevPN9t1T3kG1m1GO,Fire and Rain - 2019 Remaster,James Taylor,72,1HiG0ukRmFPN13EVcf98Jx,Sweet Baby James (2019 Remaster),1970-02-01,49vErWAk7BLsLccmRxngH3,mellow gold,0.597,0.271,5,-17.293,1,0.0394,0.766,0.0119,0.0933,0.338,76.271,203613
0PXw9NKvolWTo7U9JkNzmc,"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",Glenn Frey,64,6ABjDcLOPzXG9RR6wD9MwZ,Above The Clouds - The Collection (Deluxe),2018-04-27,49vErWAk7BLsLccmRxngH3,mellow gold,0.622,0.865,7,-6.369,1,0.0531,0.0167,2.34e-5,0.0692,0.87,149.706,227800
2DnJjbjNTV9Nd5NOa1KGba,You're so Vain,Carly Simon,73,79x0PRGIZv33znrCkPkCZ5,No Secrets,1972,49vErWAk7BLsLccmRxngH3,mellow gold,0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-6,0.0784,0.647,106.186,258411
1UKobFsdqNXQb8OthimCKe,Helplessly Hoping - 2005 Remaster,"Crosby, Stills & Nash",67,6vUWpE8qciYHOhf7mgaGny,"Crosby, Stills & Nash",1969-05-29,49vErWAk7BLsLccmRxngH3,mellow gold,0.483,0.159,7,-13.648,1,0.0353,0.914,0,0.111,0.423,146.721,157893
6V50MyHPGhEmwYu0Wdyf0t,The Way It Is,Bruce Hornsby,69,243jhZJtyIZtEkrD6vhRLn,The Way It Is,1986-06-02,49vErWAk7BLsLccmRxngH3,mellow gold,0.582,0.689,7,-12.203,1,0.0277,0.607,0.0571,0.145,0.531,111.166,297853
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison,79,7dsWupQRlFuhG8FGiQAUjC,Blowin' Your Mind!,1967-09,49vErWAk7BLsLccmRxngH3,mellow gold,0.491,0.583,7,-10.964,1,0.0376,0.185,0,0.406,0.908,150.566,183307
56ilrbKJF2bph5W6eZaM5E,Longer,Dan Fogelberg,62,7GnMeBxDvE6wJ4Iu6Xdb2a,Phoenix,1979-11,49vErWAk7BLsLccmRxngH3,mellow gold,0.308,0.0427,7,-24.709,1,0.0336,0.865,0,0.179,0.383,158.399,195067
561F1zqRwGPCTMRsLsXVtL,Time in a Bottle,Jim Croce,71,3L9sVl5T7UpFK6tNeEiXdy,You Don't Mess Around With Jim,1972-04-01,49vErWAk7BLsLccmRxngH3,mellow gold,0.544,0.265,2,-11.952,1,0.035,0.848,0,0.196,0.7,133.837,146176
0KMGxYKeUzK9wc5DZCt3HT,If You Leave Me Now,Chicago,74,4asBn7hzIq2Ka7rDzJN24P,Chicago X,1976-06-14,49vErWAk7BLsLccmRxngH3,mellow gold,0.434,0.563,11,-6.784,1,0.0268,0.0197,8.24e-4,0.128,0.275,104.183,235373
0ju1jP0cSPJ8tmojYBEI89,Danny's Song,Loggins & Messina,64,5BWgJaesMjpJWCTU9sgUPf,The Best: Loggins & Messina Sittin' In Again,1971,49vErWAk7BLsLccmRxngH3,mellow gold,0.505,0.258,11,-12.193,0,0.0297,0.805,0,0.12,0.641,141.003,254305
1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,75,10jsW2NYd9blCrDITMh2zS,American Pie,1971,49vErWAk7BLsLccmRxngH3,mellow gold,0.531,0.481,4,-11.709,0,0.06,0.699,0,0.0842,0.491,138.45,516893
6BD1X1PeV5UzYUdiVaD2yL,Show Me The Way,Peter Frampton,66,0mRXKbepKXO0Il8H1uMaaX,Frampton,1975-01-01,49vErWAk7BLsLccmRxngH3,mellow gold,0.7,0.726,2,-7.717,1,0.0329,0.434,1.1e-6,0.0963,0.641,130.109,243267
7MTX3vevnm41xuEoPxWT3j,Year of the Cat,Al Stewart,55,2JxEUrs4GzHQdkV6qQayz5,Year of the Cat,1976,49vErWAk7BLsLccmRxngH3,mellow gold,0.54,0.634,4,-9.165,0,0.0346,0.016,0.0098,0.118,0.546,116.461,400067
4HA2jo7wkMdN1lmLO6ryzE,End Of The Line,Traveling Wilburys,72,7K3OJcdtRxv7miXfQBzvbi,"The Traveling Wilburys, Vol. 1",1988-10-18,49vErWAk7BLsLccmRxngH3,mellow gold,0.578,0.836,2,-6.607,1,0.0512,0.163,1.36e-6,0.0583,0.932,167.026,209520
2RNd6VgxG19db0zs0M1C4Z,Jane,Jefferson Starship,62,5CO9jh4JWDPSBwu4FPgLEW,Freedom At Point Zero,1979-11-01,49vErWAk7BLsLccmRxngH3,mellow gold,0.589,0.82,2,-9.602,1,0.0369,0.204,0.018,0.423,0.788,117.305,252200
2ymeOsYijJz09LfKw3yM2x,Joy To The World,Three Dog Night,66,2v8XEhOPoKX7iVWq5mWWBM,Naturally,1970-01-01,49vErWAk7BLsLccmRxngH3,mellow gold,0.649,0.679,2,-12.515,1,0.0316,0.464,0.00121,0.339,0.971,126.867,220573
43btz2xjMKpcmjkuRsvxyg,Jack & Diane,John Mellencamp,72,4gouGcdQn9OvjX42xnWrF0,American Fool,1982,49vErWAk7BLsLccmRxngH3,mellow gold,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-6,0.0799,0.626,103.965,254493
5z3ZDMP02xF33yCvPFnct3,Don't Know Much (with Aaron Neville),Linda Ronstadt,64,3f8tUCF1ThwqtNdifZiExM,Cry Like a Rainstorm Howl Like the Wind (feat. Aaron Neville),1989,49vErWAk7BLsLccmRxngH3,mellow gold,0.401,0.285,11,-11.005,1,0.0327,0.657,1.13e-5,0.158,0.267,130.465,211973
0qxYx4F3vm1AOnfux6dDxP,You Can Call Me Al,Paul Simon,74,6WgGWYw6XXQyLTsWt7tXky,Graceland (25th Anniversary Deluxe Edition),1986-08-12,49vErWAk7BLsLccmRxngH3,mellow gold,0.776,0.763,5,-8.124,1,0.0534,0.182,0.00647,0.077,0.82,128.433,280000
6JHXiRD1QjMK1N6AQEnL04,Biggest Part of Me,Ambrosia,63,4WsQBaO2DLvDZ5VRmsXbUH,One Eighty,1980-03-26,49vErWAk7BLsLccmRxngH3,mellow gold,0.498,0.723,10,-8.053,1,0.05,0.238,0,0.353,0.882,153.227,324040
2Xb6wJYGi0QXwURw5WWvI5,Right Down the Line,Gerry Rafferty,72,35yZZTWeSrszSKjRlFETwf,City to City,1978,49vErWAk7BLsLccmRxngH3,mellow gold,0.783,0.322,0,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226,267773
12q3V8ShACq2PSWINMc2rC,It's Too Late,Carole King,67,12n11cgnpjXKLeqrnIERoS,Tapestry,1971,49vErWAk7BLsLccmRxngH3,mellow gold,0.45,0.442,9,-12.718,0,0.0353,0.493,0.00564,0.134,0.812,208.282,233173
6Hu6dzwlvoyg3zBUC8k4BK,Sailing,Christopher Cross,71,2m2nl8cBT7bEgIA6LLmgah,Christopher Cross,1979,49vErWAk7BLsLccmRxngH3,mellow gold,0.469,0.382,2,-13.203,1,0.0374,0.364,2.5e-4,0.36,0.178,149.994,256147
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Eagles,83,2widuo17g5CEC66IbzveRu,Hotel California (2013 Remaster),1976-12-08,49vErWAk7BLsLccmRxngH3,mellow gold,0.579,0.508,2,-9.484,1,0.027,0.00574,4.94e-4,0.0575,0.609,147.125,391376
4l6uTQ4A2eWZrOzjgm1bey,Crazy Love,Poco,56,5pC3jEw11eiVY5Vi9z1ooi,Legend,1978-01-01,49vErWAk7BLsLccmRxngH3,mellow gold,0.415,0.256,3,-19.376,1,0.0305,0.189,0,0.151,0.634,82.124,176800
3D0fUBloGwPcLGLyheGWXu,Dance with Me,Orleans,61,3b3CBmEMZKC4ugmcM2iPc6,The Essentials: Orleans,2003-01-14,49vErWAk7BLsLccmRxngH3,mellow gold,0.565,0.392,2,-10.083,1,0.0268,0.551,1.06e-4,0.247,0.493,98.485,180480
31H6au3jhblhr6MMJiXnCq,"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",Eric Carmen,74,02CxAhdSRhzcm6XQ8m5RNp,The Definitive Collection,1997,49vErWAk7BLsLccmRxngH3,mellow gold,0.712,0.549,5,-9.484,1,0.0254,0.011,0,0.118,0.552,109.882,251067
1ynmMEK1fkyiZ6Z6F3ThEt,Centerfold,The J. Geils Band,72,48joW5905AMbTFLvy8ZWch,Freeze Frame,1981,49vErWAk7BLsLccmRxngH3,mellow gold,0.653,0.677,0,-12.244,1,0.0396,0.249,0,0.403,0.888,114.37,216533
5izGeTxueiFX1UPFGohY9w,Addicted To Love,Robert Palmer,66,73bPiJRwVPkE8dpyCikfFd,Riptide,1985-01-01,49vErWAk7BLsLccmRxngH3,mellow gold,0.702,0.578,2,-13.415,1,0.031,0.382,5.89e-6,0.0425,0.975,111.617,363640
1x1XQqhBViz4opcpwc7FVs,Reelin' In The Years,Steely Dan,67,6DlSUW5gmq6Byc3osKDJ2p,Can't Buy A Thrill,1972-11-01,49vErWAk7BLsLccmRxngH3,mellow gold,0.494,0.54,2,-17.34,1,0.0348,0.154,0,0.0878,0.723,134.976,277468
2olVm1lHicpveMAo4AUDRB,The Power Of Love,Huey Lewis & The News,74,0u34k1ANjgZ47uQfG9yaLj,Greatest Hits: Huey Lewis And The News,2006-01-01,49vErWAk7BLsLccmRxngH3,mellow gold,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-5,0.097,0.962,118.773,234333
4iiLzvbh0bXMnomiB6DIuk,You Are the Woman,Firefall,55,4AFZXGTZBMj0T1H20laj7o,Firefall,1976,49vErWAk7BLsLccmRxngH3,mellow gold,0.753,0.469,2,-11.64,1,0.0339,0.535,0,0.29,0.838,120.918,164440
5EOoMWIB9iK4ZpcSex9Ec7,Old Time Rock & Roll,Bob Seger,73,1vhib5WLHRVdOpRjiTHk15,Stranger In Town,1978-05-05,49vErWAk7BLsLccmRxngH3,mellow gold,0.714,0.937,6,-2.947,1,0.0399,0.206,0,0.0731,0.964,124.13,194147
7b4yGtR0rujvLi5EBfKKJ2,Take Me Home Tonight,Eddie Money,68,2gLYQmHLHZhNpTxlnlkXy7,Can't Hold Back,1986-10-15,49vErWAk7BLsLccmRxngH3,mellow gold,0.608,0.768,1,-9.911,1,0.0364,0.101,1.41e-6,0.0942,0.748,132.699,211160
52VIdyKqp1pJRSyUQaxKUA,Everything I Own,Bread,70,5OlNb8PMZXFkhhtSrhLuO5,Baby I'm-a Want You,1972,49vErWAk7BLsLccmRxngH3,mellow gold,0.365,0.338,2,-13.406,1,0.0322,0.735,0,0.104,0.446,79.241,187000
2wvMC5EyaaYQwBfiwwY2xE,Life's Been Good,Joe Walsh,65,5yqBTSoJqE9EfApl2Pptva,"But Seriously, Folks...",1978-06-01,49vErWAk7BLsLccmRxngH3,mellow gold,0.505,0.476,2,-12.897,1,0.0711,0.25,0.00915,0.113,0.542,99.31,536227
0jxcw9bsXmHbPUSZqscNai,Amie - Remastered January 1992,Pure Prairie League,58,613A1kuyIWleqEF0YC0Msr,Aimee And Other Hits,1992-03-19,49vErWAk7BLsLccmRxngH3,mellow gold,0.544,0.392,9,-14.305,1,0.0299,0.552,1.02e-6,0.113,0.402,87.887,259000
7mjSHL2Eb0kAwiKbvNNyD9,Wild World,Yusuf / Cat Stevens,76,44VxbAytHpVi3Rq8hRhild,Tea For The Tillerman (Remastered 2020),1970-11-23,49vErWAk7BLsLccmRxngH3,mellow gold,0.48,0.542,0,-8.51,1,0.0348,0.345,6.09e-4,0.113,0.567,152.853,200560
6gTrbqZnyljwXdYQTyBkSx,You Make Me Feel Like Dancing - Remastered,Leo Sayer,61,1d79WI0e5XKTpBymbKADDQ,Endless Flight,1976,49vErWAk7BLsLccmRxngH3,mellow gold,0.728,0.718,8,-5.281,0,0.0501,0.0848,0,0.0579,0.733,95.922,219467
5WwqdeavrQrbeAMDxGawse,Can't Fight This Feeling,REO Speedwagon,72,35KafpmKh0nDLzBLV75MpR,Wheels Are Turnin',1984-11-05,49vErWAk7BLsLccmRxngH3,mellow gold,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-5,0.0877,0.19,156.344,294773
4M0m4FUdc4wD2guhUHogLF,Sharing The Night Together,Dr. Hook,64,35XG1sovYmuWPpYCJsEX6F,Pleasure & Pain,1978,49vErWAk7BLsLccmRxngH3,mellow gold,0.619,0.686,1,-9.014,0,0.0615,0.644,0,0.0996,0.757,76.923,174533
6kotXaSQaGYxE62hVpdHWu,Werewolves of London - 2007 Remaster,Warren Zevon,66,03WJAI8NnJHvCNqnlLw8kg,Excitable Boy,1978-06-01,49vErWAk7BLsLccmRxngH3,mellow gold,0.75,0.62,7,-8.72,1,0.0257,0.0932,0.0135,0.0612,0.93,103.538,209467
3Nf8oGn1okobzjDcFCvT6n,I'll Stand by You,Pretenders,71,6MH35oajuCbpS9YBmwTrPf,Last of the Independents,1994-06-01,49vErWAk7BLsLccmRxngH3,mellow gold,0.438,0.606,7,-6.549,1,0.0305,0.3,4.49e-6,0.0754,0.266,133.822,240760
3Sm5TYFgMXyXwgAcY2xweX,So Into You,Atlanta Rhythm Section,59,5vC0MxBXL4i9iowdXSx4yO,A Rock And Roll Alternative,1976-12,49vErWAk7BLsLccmRxngH3,mellow gold,0.622,0.409,5,-13.484,0,0.0362,0.65,0.023,0.142,0.785,86.173,260867
0HOrDVS349XFcpCYsO2hAP,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,71,3TtCMt4XLddj9PQeVBfsK1,Not Fragile,1974,49vErWAk7BLsLccmRxngH3,mellow gold,0.475,0.439,11,-15.039,0,0.0427,1.46e-4,2.77e-4,0.223,0.76,118.392,234867
7qpuECko60EoztznowMWj1,We Just Disagree,Dave Mason,57,5sO231e431rq8r9mV1uFJH,Super Hits,1973,49vErWAk7BLsLccmRxngH3,mellow gold,0.624,0.388,4,-8.465,1,0.0242,0.336,0,0.0918,0.445,85.925,180133
0Vth3l4XAo8hNYmxjzhr2y,On And On,Stephen Bishop,63,08zWo4xb7GZ5e3dyUOUAmm,Careless,1976-01-01,49vErWAk7BLsLccmRxngH3,mellow gold,0.57,0.462,11,-10.483,1,0.0283,0.74,2.23e-4,0.104,0.545,102.3,181893
2obblQ6tcePeOEVJV6nEGD,Cat's in the Cradle,Harry Chapin,66,3nta4nhqWoWjc6LmHIB0kT,Verities & Balderdash,1974,49vErWAk7BLsLccmRxngH3,mellow gold,0.489,0.578,10,-9.766,1,0.0418,0.234,0,0.123,0.511,78.111,222951
2hitsKa8SthKhRJBXUHbIv,Our House,"Crosby, Stills, Nash & Young",68,5bHkK1X4WEOzNvRhehvOcb,Deja Vu,1970-03-11,49vErWAk7BLsLccmRxngH3,mellow gold,0.592,0.205,9,-14.601,1,0.048,0.896,5.46e-5,0.119,0.378,140.282,179760
6L5BZEcZmD6RBJnimzlyKr,Nights In White Satin - Single Version / Mono,The Moody Blues,67,3JyYXOBRAuc3XFQxFxrEcM,Days Of Future Passed (Deluxe Version),1967-11-10,49vErWAk7BLsLccmRxngH3,mellow gold,0.195,0.483,4,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,269107
